accession,organism_name,strain_name,assembly_level,total_16S_copies,unique_16S_copies,degree,ANI_species_ID,ANI_genus_ID,NCBI_taxID
GCF_000719605.1,Streptomyces sp.,NRRL S-1813,Contig,1,1,0,NA,NA,1887
GCF_019056675.1,Streptomyces sp.,GMY02,Complete,6,4,0,NA,NA,1887
GCF_009296025.1,Streptomyces tsukubensis,AT3,Complete,6,2,1,165,129,83656
GCF_002777535.1,Streptomyces peucetius,ATCC 27952,Complete,6,3,0,NA,NA,1950
GCF_001941265.1,Streptomyces acidiscabies,98-49,Contig,1,1,2,29,22,42234
GCF_002154275.1,Streptomyces antimycoticus,NRRL B-24289,Scaffold,1,1,2,49,41,68175
GCF_015912985.1,Streptomyces clavuligerus,BW0217,Contig,1,1,26,33,26,1901
GCF_014650935.1,Streptomyces subrutilus,JCM 4834,Scaffold,1,1,1,142,111,36818
GCF_002189675.2,Streptomyces alboflavus,MDJK44,Complete,6,3,0,NA,NA,67267
GCF_014650035.1,Streptomyces lucensis,JCM 4490,Scaffold,1,1,0,NA,NA,67319
GCF_900104865.1,Streptomyces sp.,2112.2,Contig,6,1,4,219,173,1887
GCF_004212445.1,Streptomyces alfalfae,XY25,Contig,1,1,5,147,116,1642299
GCF_003945525.1,Streptomyces sp.,WAC 01438,Complete,6,3,0,NA,NA,1887
GCF_001011035.1,Streptomyces sp.,CNQ-509,Complete,5,4,1,100,80,1887
GCF_012273515.1,Streptomyces sp.,RPA4-2,Complete,6,5,0,NA,NA,1887
GCF_001975025.1,Streptomyces alfalfae,ACCC40021,Complete,6,1,5,147,116,1642299
GCF_011007525.1,Streptomyces coelicoflavus,F13,Contig,1,1,4,64,53,285562
GCF_014650495.1,Streptomyces cinnamoneus,JCM 4633,Scaffold,1,1,0,NA,NA,53446
GCF_001514125.1,Streptomyces longwoodensis,DSM 41677,Scaffold,1,1,2,167,131,68231
GCF_004803895.1,Streptomyces hawaiiensis,ATCC 12236,Complete,6,1,0,NA,NA,67305
GCF_002803845.1,Streptomyces lavendulae,CCM 3239,Complete,7,4,6,6,3,1914
GCF_000717845.1,Streptomyces violaceoruber,NRRL S-12,Contig,1,1,12,26,19,1935
GCF_900215565.1,Streptomyces sp.,Ag109_G2-15,Contig,6,2,0,NA,NA,1887
GCF_009864905.1,Streptomyces sp.,SID8378,Scaffold,1,1,16,11,7,1887
GCF_003970715.1,Streptomyces luteoverticillatus,CGMCC 15060,Complete,7,1,0,NA,NA,66425
GCF_000721045.1,Streptomyces rimosus,NRRL B-2626,Contig,1,1,9,229,182,1927
GCF_016612705.1,Streptomyces sp.,MBT56,Contig,1,1,1,66,55,1887
GCF_007828695.1,Streptomyces sp.,T12,Scaffold,1,1,0,NA,NA,1887
GCF_000721955.1,Streptomyces sp.,NRRL S-481,Scaffold,1,1,2,45,37,1887
GCF_002155885.1,Streptomyces rhizosphaericus,NRRL B-24304,Scaffold,1,1,3,110,89,114699
GCF_900236475.1,Streptomyces chartreusis,,Complete,6,1,3,15,10,1969
GCF_009811635.1,Streptomyces tubercidicus,NBRC 13090,Contig,7,1,3,4,2,47759
GCF_001514205.1,Streptomyces griseoruber,DSM 40281,Scaffold,1,1,1,217,171,1943
GCF_900091845.1,Streptomyces sp.,SolWspMP-5a-2,Contig,1,1,1,105,85,1887
GCF_002802945.1,Streptomyces sp.,TSRI0384-2,Scaffold,1,1,7,108,87,1887
GCF_900090065.1,Streptomyces sp.,OspMP-M45,Scaffold,1,1,9,215,169,1887
GCF_000720725.1,Streptomyces rimosus,NRRL WC-3904,Contig,1,1,0,NA,NA,1927
GCF_007363395.1,Streptomyces spectabilis,NRRL 2792,Complete,6,1,2,82,63,68270
GCF_003097515.1,Streptomyces tirandamycinicus,HNM0039,Complete,5,1,0,NA,NA,2174846
GCF_000721935.1,Streptomyces sp.,NRRL WC-3549,Scaffold,1,1,8,24,17,1887
GCF_001865795.1,Streptomyces albidoflavus,OsiLf-2,Scaffold,1,1,0,NA,NA,1886
GCF_003627815.1,Streptomyces hundungensis,BH38,Complete,8,2,0,NA,NA,1077946
GCF_018310535.1,Streptomyces mirabilis,P16B-1,Chromosome,6,1,6,233,185,68239
GCF_017968965.1,Streptomyces sp.,LBUM 1486,Contig,6,2,15,185,145,1887
GCF_011317205.1,Streptomyces sp.,KO7888,Scaffold,3,1,3,58,47,1887
GCF_009862935.1,Streptomyces sp.,SID5471,Contig,1,1,9,229,182,1887
GCF_009604385.1,Streptomyces sp.,RB5,Contig,1,1,0,NA,NA,1887
GCF_004684775.1,Streptomyces sp.,MZ04,Contig,1,1,0,NA,NA,1887
GCF_001279495.1,Streptomyces sp.,H021,Contig,1,1,22,1,1,1887
GCF_001514045.1,Streptomyces canus,DSM 40275,Scaffold,1,1,2,154,122,58343
GCF_008705135.1,Streptomyces coeruleorubidus,ATCC 13740,Complete,6,5,0,NA,NA,116188
GCF_001514065.1,Streptomyces antibioticus,DSM 40234,Scaffold,1,1,0,NA,NA,1890
GCF_003248335.1,Streptomyces sp.,AC1-42T,Contig,5,1,1,31,24,1887
GCF_001751245.1,Streptomyces oceani,SCSIO 02100,Scaffold,1,1,0,NA,NA,1075402
GCF_001653515.1,Streptomyces sp.,ERV7,Contig,2,1,0,NA,NA,1887
GCF_003148825.1,Streptomyces sp.,CG 926,Contig,1,1,7,127,103,1887
GCF_006547165.1,Streptomyces ipomoeae,B12321,Scaffold,1,1,2,47,39,103232
GCF_003865135.1,Streptomyces chrestomyceticus,NBRC 13444,Contig,7,2,1,111,90,68185
GCF_002155765.1,Streptomyces scabiei,NRRL B-24093,Scaffold,1,1,5,96,76,1930
GCF_002154555.1,Streptomyces murinus,NRRL B-2286,Scaffold,1,1,13,138,107,33900
GCF_014295035.1,Streptomyces buecherae,AC541,Complete,6,3,2,122,100,2763006
GCF_011421595.1,Streptomyces sp.,YIM 98790,Scaffold,1,1,0,NA,NA,1887
GCF_002288075.1,Streptomyces sp.,CLI2905,Complete,6,3,3,183,143,1887
GCF_013363455.1,Streptomyces sp.,CAI-121,Contig,1,1,16,11,7,1887
GCF_009865545.1,Streptomyces sp.,SID2563,Contig,1,1,1,71,58,1887
GCF_009184865.1,Streptomyces phaeolivaceus,GY16,Complete,6,2,0,NA,NA,2653200
GCF_000719705.1,Streptomyces sp.,NRRL S-350,Contig,1,1,0,NA,NA,1887
GCF_008973465.1,Streptomyces sp.,SS1-1,Contig,6,6,0,NA,NA,1887
GCF_019029485.1,Streptomyces sp.,Babs14,Contig,6,3,11,203,159,1887
GCF_013358155.1,Streptomyces lunaelactis,MM25,Contig,1,1,8,109,88,1535768
GCF_001543925.1,Streptomyces thermoautotrophicus,H1,Scaffold,2,2,2,228,181,1469144
GCF_005406005.1,Streptomyces avermitilis,w2,Contig,6,2,5,62,51,33903
GCF_001426585.1,Streptomyces sp.,Root431,Scaffold,1,1,0,NA,NA,1887
GCF_014656135.1,Streptomyces thermodiastaticus,JCM 4840,Scaffold,1,1,0,NA,NA,44061
GCF_014217585.1,Streptomyces sp.,NR7,Complete,7,1,22,1,1,1887
GCF_001700515.1,Streptomyces lushanensis,NRRL B-24994,Scaffold,1,1,0,NA,NA,1434255
GCF_000719895.1,Streptomyces sp.,NRRL F-2799,Contig,1,1,0,NA,NA,1887
GCF_004337435.2,Streptomyces sp.,KM273126,Contig,6,2,0,NA,NA,1887
GCF_003984975.1,Streptomyces sp.,WAC08452,Contig,1,1,10,203,159,1887
GCF_000412265.2,Streptomyces sp.,Mg1,Complete,7,1,5,5,3,1887
GCF_001270485.1,Streptomyces viridochromogenes,NRRL 3416,Contig,1,1,2,48,40,1938
GCF_013363675.1,Streptomyces sp.,CAI-24,Contig,1,1,13,14,9,1887
GCF_003116715.1,Streptomyces sp.,CS081A,Scaffold,1,1,5,27,20,1887
GCF_002844215.1,Streptomyces sp.,EAG2,Contig,1,1,2,187,146,1887
GCF_001905345.1,Streptomyces uncialis,DCA2648,Scaffold,1,1,2,114,93,1048205
GCF_016612805.1,Streptomyces sp.,MBT97,Scaffold,1,1,2,22,16,1887
GCF_004795105.1,Streptomyces sp.,A0642,Contig,1,1,2,163,128,1887
GCF_018614515.1,Streptomyces sp.,SL-111,Scaffold,1,1,18,77,60,1887
GCF_001866645.1,Streptomyces colonosanans,MUSC 93,Contig,1,1,0,NA,NA,1428652
GCF_002705695.1,Streptomyces sp.,OspMP-M45,Scaffold,1,1,9,215,169,1887
GCF_007113585.2,Streptomyces sp.,S1D4-20,Chromosome,6,2,13,233,185,1887
GCF_018070025.1,Streptomyces sp.,BH-SS-21,Scaffold,6,2,1,210,164,1887
GCF_000717025.1,Streptomyces atroolivaceus,NRRL ISP-5137,Contig,1,1,0,NA,NA,66869
GCF_016860545.1,Streptomyces cacaoi,NBRC 13813,Contig,6,2,2,22,16,1898
GCF_004123705.1,Streptomyces sp.,GZWMJZ-114,Scaffold,1,1,0,NA,NA,1887
GCF_003344965.1,Streptomyces paludis,GSSD-12,Complete,6,3,0,NA,NA,2282738
GCF_000717595.1,Streptomyces flavochromogenes,NRRL B-2684,Contig,1,1,0,NA,NA,68199
GCF_000647875.1,Streptomyces sp.,SolWspMP-sol2th,Scaffold,1,1,4,216,170,1887
GCF_014649255.1,Streptomyces thermoviolaceus,JCM 4312,Scaffold,1,1,0,NA,NA,1952
GCF_016128295.1,Streptomyces alfalfae,Men-myco-93-63,Complete,6,2,5,147,116,1642299
GCF_009796285.1,Streptomyces broussonetiae,T44,Complete,6,1,0,NA,NA,2686304
GCF_900103455.1,Streptomyces wuyuanensis,CGMCC 4.7042,Scaffold,1,1,0,NA,NA,1196353
GCF_001434355.1,Streptomyces anulatus,ATCC 11523,Chromosome,6,2,37,73,60,1892
GCF_014656215.1,Streptomyces zaomyceticus,JCM 4864,Contig,1,1,2,68,56,68286
GCF_013363655.1,Streptomyces sp.,CAI 127,Contig,1,1,16,11,7,1887
GCF_000695235.1,Streptomyces albulus,NK660,Complete,7,4,3,21,15,1971
GCF_014650075.1,Streptomyces microflavus,JCM 4496,Scaffold,2,2,0,NA,NA,1919
GCF_017876235.1,Streptomyces cinnamonensis,DSM 40803,Contig,7,1,22,1,1,1961
GCF_009865585.1,Streptomyces sp.,SID161,Contig,1,1,0,NA,NA,1887
GCF_900091725.1,Streptomyces sp.,DvalAA-43,Contig,1,1,1,106,86,1887
GCF_014650795.1,Streptomyces coelescens,JCM 4739,Scaffold,1,1,0,NA,NA,68174
GCF_003671715.1,Streptomyces sp.,E2N166,Scaffold,2,1,1,222,176,1887
GCF_014649635.1,Streptomyces griseostramineus,JCM 4385,Scaffold,1,1,1,153,121,66898
GCF_000179195.1,Streptomyces sp.,SA3_actG,Contig,1,1,1,84,65,1887
GCF_001514265.1,Streptomyces resistomycificus,DSM 40133,Scaffold,1,1,1,19,13,67356
GCF_000718935.1,Streptomyces sp.,NRRL S-237,Contig,1,1,12,126,103,1887
GCF_016598615.1,Streptomyces sp.,ZYC-3,Complete,6,6,0,NA,NA,1887
GCF_016755875.1,Streptomyces spororaveus,NBRC 15456,Contig,7,1,12,133,103,284039
GCF_014646055.1,Streptomyces tyrosinilyticus,CGMCC 4.7201,Contig,1,1,0,NA,NA,1544741
GCF_001484565.1,Streptomyces sp.,CdTB01,Complete,6,2,0,NA,NA,1887
GCF_018966745.1,Streptomyces sp.,PAM3C,Scaffold,1,1,4,205,161,1887
GCF_014930405.1,Streptomyces sp.,NE06-02F,Scaffold,1,1,5,96,76,1887
GCF_016909575.1,Streptomyces sp.,HB132,Contig,1,1,0,NA,NA,1887
GCF_002804165.1,Streptomyces cavourensis,1AS2a,Complete,6,3,2,14,9,1911
GCF_002300355.1,Streptomyces sp.,TLI_235,Contig,9,5,0,NA,NA,1887
GCF_017311125.1,Streptomyces sp.,M54,Complete,6,1,5,98,78,1887
GCF_005860785.2,Streptomyces sp.,So13.3,Complete,6,1,1,204,160,1887
GCF_000718155.1,Streptomyces lavendulae,NRRL B-2774,Contig,1,1,2,6,3,1914
GCF_002832675.1,Streptomyces sp.,S063,Complete,6,3,16,12,7,1887
GCF_900105265.1,Streptomyces sp.,3213,Contig,6,4,0,NA,NA,1887
GCF_002099185.1,Streptomyces sp.,CB03238,Scaffold,1,1,1,211,165,1887
GCF_900215305.1,Streptomyces sp.,OK228,Contig,6,3,17,233,185,1887
GCF_018138715.1,Streptomyces asiaticus,DSM 41761,Contig,6,3,3,110,89,114695
GCF_014650915.1,Streptomyces poonensis,JCM 4815,Scaffold,1,1,0,NA,NA,68255
GCF_014138905.1,Streptomyces murinus,DSM 40710,Contig,7,1,13,138,107,33900
GCF_008634015.1,Streptomyces filamentosus,ATCC 23958,Contig,8,5,1,103,83,67294
GCF_014930355.1,Streptomyces sp.,ND05-3B,Scaffold,1,1,5,96,76,1887
GCF_000715845.1,Streptomyces monomycini,NRRL B-24309,Scaffold,1,1,0,NA,NA,371720
GCF_014649435.1,Streptomyces chromofuscus,JCM 4354,Scaffold,2,2,0,NA,NA,42881
GCF_000316095.1,Streptomyces viridosporus,T7A,Scaffold,1,1,0,NA,NA,67581
GCF_000932225.2,Streptomyces griseus,S4-7,Contig,6,2,9,190,149,1886
GCF_001905725.1,Streptomyces sp.,CB02400,Scaffold,1,1,0,NA,NA,1887
GCF_900105515.1,Streptomyces sp.,2131.1,Contig,6,1,0,NA,NA,1887
GCF_009864845.1,Streptomyces sp.,SID8379,Scaffold,1,1,1,218,172,1887
GCF_014216315.1,Streptomyces finlayi,NBSH44,Complete,6,1,0,NA,NA,67296
GCF_001014595.1,Streptomyces sp.,KE1,Contig,1,1,0,NA,NA,1887
GCF_900092005.1,Streptomyces sp.,Cmuel-A718b,Contig,1,1,0,NA,NA,1887
GCF_003665435.1,Streptomyces fungicidicus,TXX3120,Complete,6,4,2,234,186,68203
GCF_008704715.1,Streptomyces chartreusis,ATCC 14922,Complete,6,1,5,59,48,1969
GCF_000720235.1,Streptomyces sp.,NRRL S-98,Contig,1,1,22,1,1,1887
GCF_010548275.1,Streptomyces sp.,SID12488,Contig,1,1,1,34,27,1887
GCF_012927245.1,Streptomyces sp.,R302,Scaffold,1,1,1,166,130,1887
GCF_014596505.1,Streptomyces sp.,CBMA370,Contig,1,1,1,160,126,1887
GCF_018614415.1,Streptomyces sp.,SL-12,Scaffold,1,1,0,NA,NA,1887
GCF_014905535.1,Streptomyces sp.,NE5-10,Contig,1,1,0,NA,NA,1887
GCF_005222485.1,Streptomyces griseoviridis,K61,Complete,6,2,1,85,66,45398
GCF_001279815.1,Streptomyces sp.,XY37,Contig,1,1,22,1,1,1887
GCF_001767375.1,Streptomyces olivaceus,KLBMP 5084,Complete,6,2,3,232,184,47716
GCF_014495685.1,Streptomyces sp.,TRM68367,Scaffold,1,1,0,NA,NA,1887
GCF_014205255.1,Streptomyces caelestis,DSM 40084,Contig,6,1,1,182,142,36816
GCF_002082175.1,Streptomyces violaceoruber,S21,Complete,6,1,13,98,78,1935
GCF_001267885.1,Streptomyces ambofaciens,ATCC 23877,Complete,6,1,1,212,166,1889
GCF_000332625.1,Streptomyces viridochromogenes,Tue57,Contig,1,1,1,99,79,1938
GCF_900091785.1,Streptomyces sp.,BvitLS-983,Contig,1,1,32,107,87,1887
GCF_004794665.1,Streptomyces sp.,S816,Scaffold,4,1,13,138,107,1887
GCF_012044595.1,Streptomyces antibioticus,DSM 41481,Complete,6,6,0,NA,NA,1890
GCF_013375055.1,Streptomyces chartreusis,NA02069,Complete,1,1,5,59,48,1969
GCF_003751445.1,Streptomyces sp.,840.1,Contig,7,1,2,162,128,1887
GCF_014596445.1,Streptomyces sp.,CBMA29,Contig,1,1,0,NA,NA,1887
GCF_009811575.1,Streptomyces glebosus,NBRC 13786,Contig,7,1,1,117,96,249580
GCF_013358305.1,Streptomyces lunaelactis,MM37,Contig,1,1,8,109,88,1535768
GCF_000698495.1,Streptomyces sp.,NTK 937,Contig,6,1,9,215,169,1887
GCF_013358165.1,Streptomyces lunaelactis,MM15,Contig,1,1,8,109,88,1535768
GCF_009857135.1,Streptomyces sp.,HM190,Complete,6,2,0,NA,NA,1887
GCF_001417735.1,Streptomyces sp.,NBRC 110028,Scaffold,1,1,0,NA,NA,1887
GCF_013358105.1,Streptomyces lunaelactis,MM40,Contig,1,1,8,55,44,1535768
GCF_004151105.1,Streptomyces sp.,L-9-10,Scaffold,1,1,0,NA,NA,1887
GCF_002946835.1,Streptomyces dengpaensis,XZHG99,Complete,6,2,0,NA,NA,2049881
GCF_001750785.1,Streptomyces rubrolavendulae,MJM4426,Complete,6,2,2,196,154,285473
GCF_013363665.1,Streptomyces sp.,CAI-68,Contig,1,1,16,11,7,1887
GCF_018619585.1,Streptomyces sp.,COG20,Contig,7,5,6,14,9,1887
GCF_014650995.1,Streptomyces viridiviolaceus,JCM 4855,Scaffold,1,1,0,NA,NA,68282
GCF_018128905.1,Streptomyces sp.,A2-16,Chromosome,6,1,0,NA,NA,1887
GCF_009739225.1,Streptomyces sp.,Z38,Scaffold,1,1,4,205,161,1887
GCF_014489615.1,Streptomyces sp.,CRPJ-33,Complete,6,1,0,NA,NA,1887
GCF_014253015.1,Streptomyces sp.,TYQ1024,Contig,1,1,0,NA,NA,1887
GCF_001419705.1,Streptomyces prasinus,NRRL B-2712,Scaffold,1,1,1,145,114,67345
GCF_000772045.1,Streptomyces sp.,CCM_MD2014,Complete,6,3,0,NA,NA,1887
GCF_002910725.2,Streptomyces sp.,SM17,Complete,7,3,37,107,87,1887
GCF_003054555.1,Streptomyces lunaelactis,MM109,Complete,6,6,8,109,88,1535768
GCF_008271805.1,Streptomyces sp.,TRM49041,Scaffold,1,1,0,NA,NA,1887
GCF_000721455.1,Streptomyces sp.,NRRL F-6628,Contig,1,1,0,NA,NA,1887
GCF_004684805.1,Streptomyces palmae,JCM 31289,Contig,1,1,0,NA,NA,1701085
GCF_000980885.2,Streptomyces malaysiense,MUSC 136,Contig,1,1,0,NA,NA,1428626
GCF_017825375.1,Streptomyces sp.,KCTC 0041BP,Scaffold,7,1,5,5,3,1887
GCF_014852565.1,Streptomyces sp.,D-03-3A,Scaffold,1,1,2,189,148,1887
GCF_000237305.1,Streptomyces cattleya,NRRL 8057,Complete,6,4,2,65,54,29303
GCF_004196155.1,Streptomyces albidoflavus,CGMCC 4.1615,Contig,1,1,9,107,87,1886
GCF_014203535.1,Streptomyces griseostramineus,CECT 3273,Scaffold,1,1,1,153,121,66898
GCF_018614055.1,Streptomyces sp.,SL-98,Scaffold,1,1,0,NA,NA,1887
GCF_018070145.1,Streptomyces sp.,RK76,Contig,1,1,4,26,19,1887
GCF_009709575.1,Streptomyces taklimakanensis,TRM43335,Contig,6,3,0,NA,NA,2569853
GCF_900091875.1,Streptomyces sp.,BpilaLS-43,Contig,1,1,8,23,17,1887
GCF_900105275.1,Streptomyces sp.,KS_5,Contig,6,4,5,59,48,1887
GCF_015767735.1,Streptomyces clavuligerus,F1D1,Complete,6,2,26,33,26,1901
GCF_014673495.1,Streptomyces griseofuscus,DSM 40191,Complete,7,1,13,138,107,146922
GCF_001279965.1,Streptomyces sp.,MMG1064,Contig,1,1,22,1,1,1887
GCF_007050945.1,Streptomyces sp.,B201691-2A2,Scaffold,1,1,0,NA,NA,1887
GCF_002300165.1,Streptomyces sp.,Tue6028,Scaffold,1,1,0,NA,NA,1887
GCF_004795015.1,Streptomyces sp.,A1277,Contig,1,1,0,NA,NA,1887
GCF_009916105.1,Streptomyces sp.,GC420,Scaffold,1,1,0,NA,NA,1887
GCF_001746415.1,Streptomyces agglomeratus,6-3-2,Contig,7,2,3,7,4,285458
GCF_001905125.1,Streptomyces sp.,TSRI0281,Scaffold,1,1,0,NA,NA,1887
GCF_006540305.1,Streptomyces sp.,6-11-2,Contig,6,1,0,NA,NA,1887
GCF_001514215.1,Streptomyces bungoensis,DSM 41781,Scaffold,1,1,0,NA,NA,285568
GCF_900105525.1,Streptomyces sp.,2314.4,Contig,7,1,4,219,173,1887
GCF_001417775.1,Streptomyces sp.,TP-A0356,Scaffold,1,1,0,NA,NA,1887
GCF_000719495.1,Streptomyces albidoflavus,NRRL F-5621,Contig,1,1,0,NA,NA,1886
GCF_000373405.1,Streptomyces sp.,ScaeMP-e10,Scaffold,1,1,20,75,60,1887
GCF_001280015.1,Streptomyces sp.,MMG1121,Contig,1,1,0,NA,NA,1887
GCF_018728545.1,Streptomyces sp.,ATCC 21386,Scaffold,4,1,0,NA,NA,1887
GCF_000988945.1,Streptomyces europaeiscabiei,NRRL B-24443,Contig,1,1,4,186,145,146819
GCF_001553435.1,Streptomyces hygroscopicus,NBRC 16556,Scaffold,1,1,5,102,82,1912
GCF_014650715.1,Streptomyces bluensis,JCM 4729,Contig,1,1,0,NA,NA,33897
GCF_003325375.1,Streptomyces globosus,LZH-48,Complete,7,2,0,NA,NA,68209
GCF_000720635.1,Streptomyces sp.,NRRL WC-3742,Contig,1,1,0,NA,NA,1887
GCF_001595515.1,Streptomyces sp.,CC71,Scaffold,1,1,0,NA,NA,1887
GCF_014650735.1,Streptomyces canarius,JCM 4733,Scaffold,1,1,0,NA,NA,285453
GCF_002812405.1,Streptomyces sp.,M56,Complete,6,4,7,175,137,1887
GCF_000722185.1,Streptomyces sp.,NRRL S-15,Scaffold,1,1,3,169,132,1887
GCF_002242735.1,Streptomyces sp.,2R,Contig,1,1,9,76,60,1887
GCF_000716945.1,Streptomyces albus,NRRL B-16041,Contig,1,1,0,NA,NA,1888
GCF_000738695.1,Streptomyces scabiei,NCPPB 4086,Scaffold,1,1,4,186,145,1930
GCF_001672315.1,Streptomyces sp.,H-KF8,Contig,6,3,2,145,114,1887
GCF_000495755.1,Streptomyces sp.,PVA 94-07,Chromosome,7,2,8,119,97,1887
GCF_002094995.1,Streptomyces sp.,S8,Complete,6,4,4,216,170,1887
GCF_007856155.1,Streptomyces qinzhouensis,SSL-25,Complete,6,1,0,NA,NA,2599401
GCF_001418505.1,Streptomyces albus,NRRL B-2465,Scaffold,1,1,0,NA,NA,1888
GCF_000147815.2,Streptomyces violaceusniger,Tu 4113,Complete,6,4,0,NA,NA,68280
GCF_001514305.1,Streptomyces dysideae,RV15,Scaffold,1,1,0,NA,NA,909626
GCF_004196215.1,Streptomyces albidoflavus,FXJ6.189,Contig,1,1,0,NA,NA,1886
GCF_001865245.1,Streptomyces sp.,CC53,Scaffold,1,1,1,146,115,1887
GCF_001418135.1,Streptomyces aureus,NRRL B-2808,Scaffold,1,1,0,NA,NA,193461
GCF_014650315.1,Streptomyces chartreusis,JCM 4570,Scaffold,1,1,5,59,48,1969
GCF_003236365.1,Streptomyces sp.,NTH33,Contig,1,1,0,NA,NA,1887
GCF_015910445.1,Streptomyces bathyalis,ASO4wet,Complete,6,5,0,NA,NA,2710756
GCF_009827025.1,Streptomyces sp.,HUCO-GS316,Contig,1,1,0,NA,NA,1887
GCF_001278075.1,Streptomyces pristinaespiralis,HCCB 10218,Complete,6,1,1,136,105,38300
GCF_016432665.1,Streptomyces sp.,BSE7-9,Contig,6,3,2,37,29,1887
GCF_014596915.1,Streptomyces sp.,TRM68416,Contig,1,1,0,NA,NA,1887
GCF_016612645.1,Streptomyces sp.,MBT61,Contig,1,1,16,10,7,1887
GCF_000738715.1,Streptomyces scabiei,NCPPB 4066,Scaffold,1,1,0,NA,NA,1930
GCF_013394065.1,Streptomyces rectiverticillatus,B15-08,Complete,7,3,0,NA,NA,173860
GCF_001746465.1,Streptomyces agglomeratus,5-1-3,Contig,7,1,3,7,4,285458
GCF_000719575.1,Streptomyces sp.,NRRL S-1824,Contig,1,1,0,NA,NA,1887
GCF_014203595.1,Streptomyces echinatus,CECT 3313,Scaffold,1,1,0,NA,NA,67293
GCF_002192455.1,Streptomyces albireticuli,MDJK11,Complete,7,2,1,151,120,1940
GCF_019049245.1,Streptomyces sp.,AC555_RSS877,Scaffold,1,1,0,NA,NA,1887
GCF_000717875.1,Streptomyces sp.,NRRL S-455,Contig,1,1,2,45,37,1887
GCF_002155735.1,Streptomyces scabiei,NRRL B-2796,Scaffold,1,1,4,186,145,1930
GCF_004195935.1,Streptomyces albidoflavus,CR33,Contig,1,1,32,107,87,1886
GCF_007113485.2,Streptomyces sp.,S1D4-23,Chromosome,6,2,13,233,185,1887
GCF_017349075.1,Streptomyces triculaminicus,JCM 4242,Contig,7,2,2,30,23,2816232
GCF_016916835.1,Streptomyces bryophytorum,DSM 42138,Contig,1,1,1,155,123,1436133
GCF_012273495.1,Streptomyces sp.,RPA4-5,Chromosome,7,3,2,117,96,1887
GCF_004196145.1,Streptomyces albidoflavus,FXJ8.031,Contig,1,1,9,107,87,1886
GCF_003112555.1,Streptomyces coelicoflavus,NBRC 15399,Contig,1,1,3,58,47,285562
GCF_013912435.1,Streptomyces himalayensis,PSKA54,Contig,1,1,0,NA,NA,2756131
GCF_009863125.1,Streptomyces sp.,SID4936,Contig,1,1,1,106,86,1887
GCF_003112595.1,Streptomyces rubrogriseus,NBRC 15455,Scaffold,1,1,0,NA,NA,194673
GCF_003994395.1,Streptomyces griseoviridis,F1-27,Complete,6,2,1,85,66,45398
GCF_014656235.1,Streptomyces glebosus,JCM 4954,Scaffold,1,1,0,NA,NA,249580
GCF_004795155.1,Streptomyces sp.,LRa12,Contig,1,1,4,26,19,1887
GCF_016755895.1,Streptomyces xanthophaeus,NBRC 12829,Contig,7,3,19,129,103,67385
GCF_900105695.1,Streptomyces melanosporofaciens,DSM 40318,Contig,6,5,2,184,144,67327
GCF_014070435.1,Streptomyces pristinaespiralis,PR11,Complete,6,2,1,136,105,38300
GCF_018530775.1,Streptomyces sp.,Tu102,Contig,1,1,5,59,48,1887
GCF_004320085.1,Streptomyces kasugaensis,AM-2504,Contig,1,1,2,46,38,1946
GCF_004124335.1,Streptomyces sp.,N1,Contig,7,2,32,107,87,1887
GCF_008064995.1,Streptomyces rochei,7434AN4,Complete,7,1,13,138,107,1928
GCF_014203505.1,Streptomyces eurocidicus,CECT 3259,Scaffold,1,1,2,191,150,66423
GCF_900116325.1,Streptomyces sp.,OK210,Scaffold,1,1,0,NA,NA,1887
GCF_001751345.1,Streptomyces abyssalis,SCSIO 10389,Scaffold,3,1,0,NA,NA,933944
GCF_004195755.1,Streptomyces albidoflavus,NBRC 13083,Contig,1,1,32,107,87,1886
GCF_002847285.1,Streptomyces sp.,CMB-StM0423,Complete,5,3,0,NA,NA,1887
GCF_014701115.1,Streptomyces glomeroaurantiacus,JCM 4677,Complete,6,2,0,NA,NA,47760
GCF_010384365.1,Streptomyces sp.,S4.7,Complete,6,2,1,41,33,1887
GCF_006715185.1,Streptomyces sp.,RJA2910,Contig,6,2,0,NA,NA,1887
GCF_000761215.1,Streptomyces glaucescens,GLA.O,Complete,6,1,0,NA,NA,1907
GCF_006716135.1,Streptomyces asterosporus,DSM 41452,Complete,3,1,1,135,104,67282
GCF_009865175.1,Streptomyces sp.,SID337,Contig,1,1,1,172,134,1887
GCF_016803985.1,Streptomyces koyangensis,SCSIO 5802,Complete,7,2,2,187,146,188770
GCF_001905595.1,Streptomyces sp.,CB00316,Contig,1,1,18,77,60,1887
GCF_008632955.1,Streptomyces tendae,139,Complete,6,6,0,NA,NA,1932
GCF_001418475.1,Streptomyces ossamyceticus,NRRL B-3822,Scaffold,1,1,0,NA,NA,249581
GCF_004364395.1,Streptomyces sp.,KS 21,Contig,7,1,6,52,42,1887
GCF_001704195.1,Streptomyces sampsonii,KJ40,Complete,7,7,37,107,87,42239
GCF_009769735.1,Streptomyces sp.,BA2,Contig,6,1,0,NA,NA,1887
GCF_001905405.1,Streptomyces sp.,TSRI0445,Scaffold,1,1,4,190,149,1887
GCF_009600885.1,Streptomyces jumonjinensis,NRRL 5741,Scaffold,1,1,0,NA,NA,1945
