,run_id,genome1,genome2,unique_taxa_names,coverage,identity,comparision_type_species,comparision_type_genus,cluster_hash,cluster_id
3,262.0,"Streptomyces atratus strain SCSIO_ZH16 chromosome, complete genome:790","Streptomyces atratus strain JCM 3386 sequence001, whole genome shotgun sequence:791",2,0.8685237906000001,0.9879280193,intra,intra,efee5b0d328904ed413eadbfb78d55f5,87
5,262.0,"Streptomyces sp. Ncost-T10-10d, whole genome shotgun sequence:792","Streptomyces atratus strain JCM 3386 sequence001, whole genome shotgun sequence:791",2,0.7293110362,0.9545558875,intra,intra,efee5b0d328904ed413eadbfb78d55f5,87
6,262.0,"Streptomyces atratus strain SCSIO_ZH16 chromosome, complete genome:790","Streptomyces sp. Ncost-T10-10d, whole genome shotgun sequence:792",2,0.6984679848,0.9544523265,intra,intra,efee5b0d328904ed413eadbfb78d55f5,87
7,262.0,"Streptomyces atratus strain JCM 3386 sequence001, whole genome shotgun sequence:791","Streptomyces sp. Ncost-T10-10d, whole genome shotgun sequence:792",2,0.6947286081,0.9545558875,intra,intra,efee5b0d328904ed413eadbfb78d55f5,87
1,263.0,"Streptomyces eurocidicus strain CECT 3259 Ga0436944_01, whole genome shotgun sequence:794","Streptomyces eurocidicus strain ATCC 27428 Seur_scaffold01, whole genome shotgun sequence:793",1,1.0051193979,0.9998037199,intra,intra,f159afee53f3262f6db445386f94890a,142
2,263.0,"Streptomyces eurocidicus strain NRRL ISP-5604 ISP5604_XRG_trimmed_paired_contig_1, whole genome shotgun sequence:795","Streptomyces eurocidicus strain ATCC 27428 Seur_scaffold01, whole genome shotgun sequence:793",1,0.9980261942,0.9997318939,intra,intra,f159afee53f3262f6db445386f94890a,142
3,263.0,"Streptomyces eurocidicus strain ATCC 27428 Seur_scaffold01, whole genome shotgun sequence:793","Streptomyces eurocidicus strain CECT 3259 Ga0436944_01, whole genome shotgun sequence:794",1,1.0001220439,0.9998037199,intra,intra,f159afee53f3262f6db445386f94890a,142
5,263.0,"Streptomyces eurocidicus strain NRRL ISP-5604 ISP5604_XRG_trimmed_paired_contig_1, whole genome shotgun sequence:795","Streptomyces eurocidicus strain CECT 3259 Ga0436944_01, whole genome shotgun sequence:794",1,1.0052008917,0.9998453596,intra,intra,f159afee53f3262f6db445386f94890a,142
6,263.0,"Streptomyces eurocidicus strain ATCC 27428 Seur_scaffold01, whole genome shotgun sequence:793","Streptomyces eurocidicus strain NRRL ISP-5604 ISP5604_XRG_trimmed_paired_contig_1, whole genome shotgun sequence:795",1,0.9964715705,0.9997318939,intra,intra,f159afee53f3262f6db445386f94890a,142
7,263.0,"Streptomyces eurocidicus strain CECT 3259 Ga0436944_01, whole genome shotgun sequence:794","Streptomyces eurocidicus strain NRRL ISP-5604 ISP5604_XRG_trimmed_paired_contig_1, whole genome shotgun sequence:795",1,1.0086499997,0.9998453596,intra,intra,f159afee53f3262f6db445386f94890a,142
1,264.0,"Streptomyces sp. NEAU-sy36 chromosome, complete genome:797","Streptomyces misionensis strain 66 scaffold100_cov50, whole genome shotgun sequence:796",2,0.7708806065,0.948064959,inter,intra,f1c38ad00043691052ec6ce470249192,88
2,264.0,"Streptomyces sp. F-1 isolate Streptomyces sp. F1, whole genome shotgun sequence:798","Streptomyces misionensis strain 66 scaffold100_cov50, whole genome shotgun sequence:796",2,0.8129322491000001,0.9498374032,inter,intra,f1c38ad00043691052ec6ce470249192,88
3,264.0,"Streptomyces misionensis strain DSM 40306, whole genome shotgun sequence:799","Streptomyces misionensis strain 66 scaffold100_cov50, whole genome shotgun sequence:796",2,0.7939181618000001,0.9494027521,inter,intra,f1c38ad00043691052ec6ce470249192,88
4,264.0,"Streptomyces misionensis strain 66 scaffold100_cov50, whole genome shotgun sequence:796","Streptomyces sp. NEAU-sy36 chromosome, complete genome:797",2,0.7936311840000001,0.948064959,inter,intra,f1c38ad00043691052ec6ce470249192,88
6,264.0,"Streptomyces sp. F-1 isolate Streptomyces sp. F1, whole genome shotgun sequence:798","Streptomyces sp. NEAU-sy36 chromosome, complete genome:797",2,0.8738743961000001,0.9759845764,intra,intra,f1c38ad00043691052ec6ce470249192,88
7,264.0,"Streptomyces misionensis strain DSM 40306, whole genome shotgun sequence:799","Streptomyces sp. NEAU-sy36 chromosome, complete genome:797",2,0.8598983847,0.9756000757,intra,intra,f1c38ad00043691052ec6ce470249192,88
8,264.0,"Streptomyces misionensis strain 66 scaffold100_cov50, whole genome shotgun sequence:796","Streptomyces sp. F-1 isolate Streptomyces sp. F1, whole genome shotgun sequence:798",2,0.7963137405,0.9498374032,inter,intra,f1c38ad00043691052ec6ce470249192,88
9,264.0,"Streptomyces sp. NEAU-sy36 chromosome, complete genome:797","Streptomyces sp. F-1 isolate Streptomyces sp. F1, whole genome shotgun sequence:798",2,0.8314713094,0.9759845764,intra,intra,f1c38ad00043691052ec6ce470249192,88
11,264.0,"Streptomyces misionensis strain DSM 40306, whole genome shotgun sequence:799","Streptomyces sp. F-1 isolate Streptomyces sp. F1, whole genome shotgun sequence:798",2,0.9036148346,0.9933486832,intra,intra,f1c38ad00043691052ec6ce470249192,88
12,264.0,"Streptomyces misionensis strain 66 scaffold100_cov50, whole genome shotgun sequence:796","Streptomyces misionensis strain DSM 40306, whole genome shotgun sequence:799",2,0.8093434726000001,0.9494027521,inter,intra,f1c38ad00043691052ec6ce470249192,88
13,264.0,"Streptomyces sp. NEAU-sy36 chromosome, complete genome:797","Streptomyces misionensis strain DSM 40306, whole genome shotgun sequence:799",2,0.8514764884,0.9756000757,intra,intra,f1c38ad00043691052ec6ce470249192,88
14,264.0,"Streptomyces sp. F-1 isolate Streptomyces sp. F1, whole genome shotgun sequence:798","Streptomyces misionensis strain DSM 40306, whole genome shotgun sequence:799",2,0.940395682,0.9933486832,intra,intra,f1c38ad00043691052ec6ce470249192,88
1,265.0,"Streptomyces sp. Osf17 contig_4, whole genome shotgun sequence:402","Streptomyces sp. Babs14 contig_1, whole genome shotgun sequence:401",1,0.9995967245,0.9999530389,intra,intra,f21ef43555a5cd4ce52327125121523b,143
2,265.0,"Streptomyces sp. WAC04189 AA000121-10_WAC04189, whole genome shotgun sequence:800","Streptomyces sp. Babs14 contig_1, whole genome shotgun sequence:401",1,0.9452964281,0.9908132411,intra,intra,f21ef43555a5cd4ce52327125121523b,143
3,265.0,"Streptomyces sp. Babs14 contig_1, whole genome shotgun sequence:401","Streptomyces sp. Osf17 contig_4, whole genome shotgun sequence:402",1,0.9956173831,0.9999530389,intra,intra,f21ef43555a5cd4ce52327125121523b,143
5,265.0,"Streptomyces sp. WAC04189 AA000121-10_WAC04189, whole genome shotgun sequence:800","Streptomyces sp. Osf17 contig_4, whole genome shotgun sequence:402",1,0.9453658421,0.9908105487,intra,intra,f21ef43555a5cd4ce52327125121523b,143
6,265.0,"Streptomyces sp. Babs14 contig_1, whole genome shotgun sequence:401","Streptomyces sp. WAC04189 AA000121-10_WAC04189, whole genome shotgun sequence:800",1,0.9653018551,0.9908132411,intra,intra,f21ef43555a5cd4ce52327125121523b,143
7,265.0,"Streptomyces sp. Osf17 contig_4, whole genome shotgun sequence:402","Streptomyces sp. WAC04189 AA000121-10_WAC04189, whole genome shotgun sequence:800",1,0.969231196,0.9908105487,intra,intra,f21ef43555a5cd4ce52327125121523b,143
1,266.0,"Streptomyces rimosus strain ATCC 10970 chromosome, complete genome:58",Streptomyces rimosus R6-500 chromosome:51,1,0.9243578302,0.999857507,intra,intra,f26cd7d5ba8bc0da5ec0e04775a2f3bb,144
2,266.0,Streptomyces rimosus R6-500 chromosome:51,"Streptomyces rimosus strain ATCC 10970 chromosome, complete genome:58",1,0.9701647946,0.999857507,intra,intra,f26cd7d5ba8bc0da5ec0e04775a2f3bb,144
1,267.0,"Streptomyces venezuelae ATCC 10712 chromosome, complete genome:459",Streptomyces venezuelae strain NRRL B-65442 chromosome:457,1,0.9998428894,0.9999902703,intra,intra,f308efa0787e1b97281020a836546b59,145
2,267.0,Streptomyces venezuelae strain NRRL B-65442 chromosome:457,"Streptomyces venezuelae ATCC 10712 chromosome, complete genome:459",1,0.9811335367,0.9999902703,intra,intra,f308efa0787e1b97281020a836546b59,145
1,268.0,"Streptomyces chartreusis strain NA02069 chromosome, complete genome:802","Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801",2,0.8426275761,0.9846428296,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
2,268.0,"Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803","Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801",2,0.9872566658,0.999929618,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
3,268.0,"Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804","Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801",2,0.9251614805,0.9851830307,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
4,268.0,"Streptomyces sp. KS_5, whole genome shotgun sequence:805","Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801",2,0.8809046854,0.9631831512,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
5,268.0,"Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806","Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801",2,0.8748942479,0.9630392711,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
6,268.0,"Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801","Streptomyces chartreusis strain NA02069 chromosome, complete genome:802",2,0.9550144682,0.9846428296,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
8,268.0,"Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803","Streptomyces chartreusis strain NA02069 chromosome, complete genome:802",2,0.9360004322,0.9845816366,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
9,268.0,"Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804","Streptomyces chartreusis strain NA02069 chromosome, complete genome:802",2,0.9239347223,0.9830319655,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
10,268.0,"Streptomyces sp. KS_5, whole genome shotgun sequence:805","Streptomyces chartreusis strain NA02069 chromosome, complete genome:802",2,0.8753535498,0.9632221205,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
11,268.0,"Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806","Streptomyces chartreusis strain NA02069 chromosome, complete genome:802",2,0.8733728319,0.9629300393,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
12,268.0,"Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801","Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803",2,1.0048255173,0.999929618,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
13,268.0,"Streptomyces chartreusis strain NA02069 chromosome, complete genome:802","Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803",2,0.8405476663,0.9845816366,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
15,268.0,"Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804","Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803",2,0.9281349553,0.9847955131,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
16,268.0,"Streptomyces sp. KS_5, whole genome shotgun sequence:805","Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803",2,0.8776243503000001,0.9631609772,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
17,268.0,"Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806","Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803",2,0.8751957416,0.9626920167,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
18,268.0,"Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801","Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804",2,0.9226699534,0.9851830307,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
19,268.0,"Streptomyces chartreusis strain NA02069 chromosome, complete genome:802","Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804",2,0.8130099133,0.9830319655,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
20,268.0,"Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803","Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804",2,0.9094511666,0.9847955131,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
22,268.0,"Streptomyces sp. KS_5, whole genome shotgun sequence:805","Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804",2,0.8542303688,0.9638676056,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
23,268.0,"Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806","Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804",2,0.8520979415000001,0.9634665406,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
24,268.0,"Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801","Streptomyces sp. KS_5, whole genome shotgun sequence:805",2,0.9193214191,0.9631831512,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
25,268.0,"Streptomyces chartreusis strain NA02069 chromosome, complete genome:802","Streptomyces sp. KS_5, whole genome shotgun sequence:805",2,0.8060234423,0.9632221205,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
26,268.0,"Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803","Streptomyces sp. KS_5, whole genome shotgun sequence:805",2,0.8998840263000001,0.9631609772,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
27,268.0,"Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804","Streptomyces sp. KS_5, whole genome shotgun sequence:805",2,0.8938911348,0.9638676056,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
29,268.0,"Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806","Streptomyces sp. KS_5, whole genome shotgun sequence:805",2,0.9553628815,0.9957418657,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
30,268.0,"Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome:801","Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806",2,0.9239505098,0.9630392711,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
31,268.0,"Streptomyces chartreusis strain NA02069 chromosome, complete genome:802","Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806",2,0.8138016071,0.9629300393,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
32,268.0,"Streptomyces chartreusis strain JCM 4570 sequence01, whole genome shotgun sequence:803","Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806",2,0.9081085475,0.9626920167,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
33,268.0,"Streptomyces sp. Tu102 contig00001, whole genome shotgun sequence:804","Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806",2,0.9023059654,0.9634665406,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
34,268.0,"Streptomyces sp. KS_5, whole genome shotgun sequence:805","Streptomyces sp. PAN_FS17, whole genome shotgun sequence:806",2,0.9667697501,0.9957418657,intra,intra,f3a37836d5713adbf2f0754a08d406ef,89
1,269.0,"Streptomyces griseochromogenes strain DSM 40499 Ga0454149_01, whole genome shotgun sequence:808","Streptomyces griseochromogenes strain ATCC 14511 chromosome, complete genome:807",1,1.0053490541,0.9999776807,intra,intra,f485bf8ee5013088c7795c9cd708c502,146
2,269.0,"Streptomyces griseochromogenes strain ATCC 14511 chromosome, complete genome:807","Streptomyces griseochromogenes strain DSM 40499 Ga0454149_01, whole genome shotgun sequence:808",1,0.9947540446,0.9999776807,intra,intra,f485bf8ee5013088c7795c9cd708c502,146
1,270.0,"Streptomyces ambofaciens strain DSM 40697 chromosome, complete genome:810","Streptomyces ambofaciens ATCC 23877 chromosome, complete genome:809",1,0.919547189,0.9916055528,intra,intra,f4cedb1677770de8c3ad944699819efb,147
2,270.0,"Streptomyces ambofaciens ATCC 23877 chromosome, complete genome:809","Streptomyces ambofaciens strain DSM 40697 chromosome, complete genome:810",1,0.8915319747,0.9916055528,intra,intra,f4cedb1677770de8c3ad944699819efb,147
1,271.0,"Streptomyces sp. DvalAA-14, whole genome shotgun sequence:812","Streptomyces sp. SID4948 SID4948.c1, whole genome shotgun sequence:811",1,1.0,1.0,intra,intra,f70697982ae90b981124694b05e34f6a,148
2,271.0,"Streptomyces sp. SID4948 SID4948.c1, whole genome shotgun sequence:811","Streptomyces sp. DvalAA-14, whole genome shotgun sequence:812",1,0.9927208351,1.0,intra,intra,f70697982ae90b981124694b05e34f6a,148
1,272.0,"Streptomyces zaomyceticus strain JCM 4864 sequence01, whole genome shotgun sequence:814","Streptomyces sp. CB02009 scaffold1, whole genome shotgun sequence:813",2,0.7327206006,0.9086472858,inter,intra,f72733a40b4fe7b47ea3396f31e02f69,90
2,272.0,"Streptomyces sp. PvR006 Ga0438199_01, whole genome shotgun sequence:815","Streptomyces sp. CB02009 scaffold1, whole genome shotgun sequence:813",2,0.8959753846,0.9629430099,intra,intra,f72733a40b4fe7b47ea3396f31e02f69,90
3,272.0,"Streptomyces sp. CB02009 scaffold1, whole genome shotgun sequence:813","Streptomyces zaomyceticus strain JCM 4864 sequence01, whole genome shotgun sequence:814",2,0.6618302903000001,0.9086472858,inter,intra,f72733a40b4fe7b47ea3396f31e02f69,90
5,272.0,"Streptomyces sp. PvR006 Ga0438199_01, whole genome shotgun sequence:815","Streptomyces zaomyceticus strain JCM 4864 sequence01, whole genome shotgun sequence:814",2,0.6944818133,0.9102440835,inter,intra,f72733a40b4fe7b47ea3396f31e02f69,90
6,272.0,"Streptomyces sp. CB02009 scaffold1, whole genome shotgun sequence:813","Streptomyces sp. PvR006 Ga0438199_01, whole genome shotgun sequence:815",2,0.8440208854,0.9629430099,intra,intra,f72733a40b4fe7b47ea3396f31e02f69,90
7,272.0,"Streptomyces zaomyceticus strain JCM 4864 sequence01, whole genome shotgun sequence:814","Streptomyces sp. PvR006 Ga0438199_01, whole genome shotgun sequence:815",2,0.7242854393,0.9102440835,inter,intra,f72733a40b4fe7b47ea3396f31e02f69,90
1,273.0,"Streptomyces sp. OV198, whole genome shotgun sequence:817","Streptomyces sp. Ag82_O1-15 Ga0151190_11, whole genome shotgun sequence:816",1,0.8878867524,0.9932265547,intra,intra,f85bd2ccc51a5df07c2f58e22ccd634c,149
2,273.0,"Streptomyces sp. Ag82_O1-15 Ga0151190_11, whole genome shotgun sequence:816","Streptomyces sp. OV198, whole genome shotgun sequence:817",1,0.8792071140000001,0.9932265547,intra,intra,f85bd2ccc51a5df07c2f58e22ccd634c,149
1,274.0,"Streptomyces sioyaensis strain B-5408 scf7180000000050-quiver, whole genome shotgun sequence:819","Streptomyces sioyaensis strain DSM 40032 Scaffold_1, whole genome shotgun sequence:818",1,0.9971692448,0.9998697697,intra,intra,fb5af5d1590c0384d0ffa81bebe6bfb4,150
2,274.0,"Streptomyces sioyaensis strain DSM 40032 Scaffold_1, whole genome shotgun sequence:818","Streptomyces sioyaensis strain B-5408 scf7180000000050-quiver, whole genome shotgun sequence:819",1,0.9989821539,0.9998697697,intra,intra,fb5af5d1590c0384d0ffa81bebe6bfb4,150
1,275.0,"Streptomyces sp. SGAir0924 chromosome, complete genome:398","Streptomyces sp. SS52 chromosome, complete genome:397",1,0.924319779,0.9895990779,intra,intra,fc0b5ceb6c845555c6650a49d5833215,151
2,275.0,"Streptomyces sp. SS52 chromosome, complete genome:397","Streptomyces sp. SGAir0924 chromosome, complete genome:398",1,0.9125296843,0.9895990779,intra,intra,fc0b5ceb6c845555c6650a49d5833215,151
1,276.0,"Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.8347214706,0.9609982354,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
2,276.0,"Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.6693450246,0.8933915241,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
3,276.0,"Streptomyces sp. PAMC 26508, complete sequence:820","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.436137896,0.8668012485000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
4,276.0,"Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.4347924542,0.8661570028000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
5,276.0,"Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.4366039118,0.8662213621,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
6,276.0,"Streptomyces europaeiscabiei strain NCPPB 4064 scf_63908_1.1, whole genome shotgun sequence:823","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.8512388272,0.9603954139,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
7,276.0,"Streptomyces sp. Root1295 contig_1, whole genome shotgun sequence:824","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.8073705638,0.9597583546,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
8,276.0,"Streptomyces sp. Root63 contig_1, whole genome shotgun sequence:825","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.8073910455000001,0.9602681117,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
9,276.0,"Streptomyces sp. CB00316 scaffold1, whole genome shotgun sequence:826","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.6499198167,0.8927206468000001,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
10,276.0,"Streptomyces sp. CS057 scaffold00001, whole genome shotgun sequence:827","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.92815926,0.9880606473,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
11,276.0,"Streptomyces avidinii strain CG 885 Ga0105838_101, whole genome shotgun sequence:828","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.4321323114,0.8661486220000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
12,276.0,"Streptomyces sp. S501 chromosome, complete genome:829","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.4447340814,0.8667880457,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
13,276.0,"Streptomyces sp. SID7834 SID7834.c1, whole genome shotgun sequence:830","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.3948181817,0.8663971147,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
14,276.0,"Streptomyces sp. SID7815 SID7815.c1, whole genome shotgun sequence:831","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.4534719401,0.8666578108,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
15,276.0,"Streptomyces sp. Tu10 contig00001, whole genome shotgun sequence:832","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.8452516238000001,0.9609708785,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
16,276.0,"Streptomyces sp. ISL-112 Streptomyces_sp_ALS6-contig1, whole genome shotgun sequence:833","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.6237779237000001,0.8926106935,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
17,276.0,"Streptomyces sp. ISL-111 Streptomyces_sp_ALS2-contig1, whole genome shotgun sequence:834","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.6525357889,0.8923551566000001,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
18,276.0,"Streptomyces microflavus strain CG 893, whole genome shotgun sequence:835","Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367",6,0.4461335413,0.8660258655,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
19,276.0,"Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.832722096,0.9609982354,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
21,276.0,"Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.6794266395,0.8945419009000001,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
22,276.0,"Streptomyces sp. PAMC 26508, complete sequence:820","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.4456463718,0.8665359366000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
23,276.0,"Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.4414444364,0.8662870434000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
24,276.0,"Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.4498984366,0.8661574192,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
25,276.0,"Streptomyces europaeiscabiei strain NCPPB 4064 scf_63908_1.1, whole genome shotgun sequence:823","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.942718273,0.9915629069,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
26,276.0,"Streptomyces sp. Root1295 contig_1, whole genome shotgun sequence:824","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.8959751266,0.9910813866,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
27,276.0,"Streptomyces sp. Root63 contig_1, whole genome shotgun sequence:825","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.8966354591000001,0.9918622929,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
28,276.0,"Streptomyces sp. CB00316 scaffold1, whole genome shotgun sequence:826","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.6548450435000001,0.8940835760000001,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
29,276.0,"Streptomyces sp. CS057 scaffold00001, whole genome shotgun sequence:827","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.8766002185,0.9613546598,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
30,276.0,"Streptomyces avidinii strain CG 885 Ga0105838_101, whole genome shotgun sequence:828","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.4429424231,0.8661016024,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
31,276.0,"Streptomyces sp. S501 chromosome, complete genome:829","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.4544574308,0.8668390795,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
32,276.0,"Streptomyces sp. SID7834 SID7834.c1, whole genome shotgun sequence:830","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.3977310752,0.8665647714,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
